dataset,baseline_type,alpha,repeat,planned_query_start,planned_query_end,actual_query_start,actual_query_end,query_lat_min,query_lat_max,query_lon_min,query_lon_max,baseline_temporal_window_seconds,baseline_lat_window,baseline_lon_window,scaled_temporal_window_seconds,scaled_lat_window,scaled_lon_window,temporal_window_hours,lat_window_size,lon_window_size,time_clamped,lat_clamped,lon_clamped,was_clamped,unclamped_query_start,unclamped_query_end,unclamped_query_lat_min,unclamped_query_lat_max,unclamped_query_lon_min,unclamped_query_lon_max,actual_temporal_scaling_factor,true_result_size,selectivity,query_center_lat,query_center_lon,query_center_ts,center_cell_count,tree_count_touched,bucket_ids,day_count_spanned,is_intra_tree,is_cross_tree,is_intra_day,is_cross_day,requested_max_alpha,actual_max_intra_tree_alpha,intra_tree_alpha16_crossed,selection_policy
foursquare,intra_tree,1,3,2012-08-22 15:18:20+00,2012-08-22 16:18:20+00,2012-08-22 15:18:20+00,2012-08-22 16:18:20+00,35.69410464,35.70308776,139.76748739,139.77854901,3600.000000,0.0089831117,0.0110616129,3600.000000,0.0089831117,0.0110616129,1.000000,0.0089831117,0.0110616129,0,0,0,0,2012-08-22 15:18:20+00,2012-08-22 16:18:20+00,35.69410464,35.70308776,139.76748739,139.77854901,1.000000,1,0.0000020000,35.69859620,139.77301820,2012-08-22 15:48:20+00,26517,1,163,1,1,0,1,0,16,106,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,2,3,2012-08-22 14:48:20+00,2012-08-22 16:48:20+00,2012-08-22 14:48:20+00,2012-08-22 16:48:20+00,35.68961309,35.70757931,139.76195659,139.78407981,3600.000000,0.0089831117,0.0110616129,7200.000000,0.0179662235,0.0221232258,2.000000,0.0179662235,0.0221232258,0,0,0,0,2012-08-22 14:48:20+00,2012-08-22 16:48:20+00,35.68961309,35.70757931,139.76195659,139.78407981,2.000000,2,0.0000040000,35.69859620,139.77301820,2012-08-22 15:48:20+00,26517,1,163,1,1,0,1,0,16,106,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,4,3,2012-08-22 13:48:20+00,2012-08-22 17:48:20+00,2012-08-22 13:48:20+00,2012-08-22 17:48:20+00,35.68062998,35.71656242,139.75089497,139.79514143,3600.000000,0.0089831117,0.0110616129,14400.000000,0.0359324470,0.0442464515,4.000000,0.0359324470,0.0442464515,0,0,0,0,2012-08-22 13:48:20+00,2012-08-22 17:48:20+00,35.68062998,35.71656242,139.75089497,139.79514143,4.000000,2,0.0000040000,35.69859620,139.77301820,2012-08-22 15:48:20+00,26517,1,163,1,1,0,1,0,16,106,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,8,3,2012-08-22 11:48:20+00,2012-08-22 19:48:20+00,2012-08-22 11:48:20+00,2012-08-22 19:48:20+00,35.66266375,35.73452865,139.72877175,139.81726465,3600.000000,0.0089831117,0.0110616129,28800.000000,0.0718648940,0.0884929030,8.000000,0.0718648940,0.0884929030,0,0,0,0,2012-08-22 11:48:20+00,2012-08-22 19:48:20+00,35.66266375,35.73452865,139.72877175,139.81726465,8.000000,6,0.0000120000,35.69859620,139.77301820,2012-08-22 15:48:20+00,26517,1,163,1,1,0,1,0,16,106,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,16,3,2012-08-22 07:48:20+00,2012-08-22 23:48:20+00,2012-08-22 07:48:20+00,2012-08-22 23:48:20+00,35.62673131,35.77046109,139.68452530,139.86151110,3600.000000,0.0089831117,0.0110616129,57600.000000,0.1437297880,0.1769858061,16.000000,0.1437297880,0.1769858061,0,0,0,0,2012-08-22 07:48:20+00,2012-08-22 23:48:20+00,35.62673131,35.77046109,139.68452530,139.86151110,16.000000,24,0.0000480000,35.69859620,139.77301820,2012-08-22 15:48:20+00,26517,1,163,1,1,0,1,0,16,106,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,1,4,2012-06-25 09:00:10+00,2012-06-25 10:00:10+00,2012-06-25 09:00:10+00,2012-06-25 10:00:10+00,35.69400326,35.70298638,139.76698270,139.77804430,3600.000000,0.0089831117,0.0110615988,3600.000000,0.0089831117,0.0110615988,1.000000,0.0089831117,0.0110615988,0,0,0,0,2012-06-25 09:00:10+00,2012-06-25 10:00:10+00,35.69400326,35.70298638,139.76698270,139.77804430,1.000000,15,0.0000300000,35.69849482,139.77251350,2012-06-25 09:30:10+00,26517,1,115,1,1,0,1,0,16,78,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,2,4,2012-06-25 08:30:10+00,2012-06-25 10:30:10+00,2012-06-25 08:30:10+00,2012-06-25 10:30:10+00,35.68951171,35.70747793,139.76145190,139.78357510,3600.000000,0.0089831117,0.0110615988,7200.000000,0.0179662235,0.0221231976,2.000000,0.0179662235,0.0221231976,0,0,0,0,2012-06-25 08:30:10+00,2012-06-25 10:30:10+00,35.68951171,35.70747793,139.76145190,139.78357510,2.000000,35,0.0000700000,35.69849482,139.77251350,2012-06-25 09:30:10+00,26517,1,115,1,1,0,1,0,16,78,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,4,4,2012-06-25 07:30:10+00,2012-06-25 11:30:10+00,2012-06-25 07:30:10+00,2012-06-25 11:30:10+00,35.68052860,35.71646104,139.75039030,139.79463670,3600.000000,0.0089831117,0.0110615988,14400.000000,0.0359324470,0.0442463953,4.000000,0.0359324470,0.0442463953,0,0,0,0,2012-06-25 07:30:10+00,2012-06-25 11:30:10+00,35.68052860,35.71646104,139.75039030,139.79463670,4.000000,119,0.0002380000,35.69849482,139.77251350,2012-06-25 09:30:10+00,26517,1,115,1,1,0,1,0,16,78,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,8,4,2012-06-25 05:30:10+00,2012-06-25 13:30:10+00,2012-06-25 05:30:10+00,2012-06-25 13:30:10+00,35.66256237,35.73442727,139.72826710,139.81675990,3600.000000,0.0089831117,0.0110615988,28800.000000,0.0718648940,0.0884927905,8.000000,0.0718648940,0.0884927905,0,0,0,0,2012-06-25 05:30:10+00,2012-06-25 13:30:10+00,35.66256237,35.73442727,139.72826710,139.81675990,8.000000,271,0.0005420000,35.69849482,139.77251350,2012-06-25 09:30:10+00,26517,1,115,1,1,0,1,0,16,78,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,16,4,2012-06-25 01:30:10+00,2012-06-25 17:30:10+00,2012-06-25 01:30:10+00,2012-06-25 17:30:10+00,35.62662993,35.77035971,139.68402071,139.86100629,3600.000000,0.0089831117,0.0110615988,57600.000000,0.1437297880,0.1769855811,16.000000,0.1437297880,0.1769855811,0,0,0,0,2012-06-25 01:30:10+00,2012-06-25 17:30:10+00,35.62662993,35.77035971,139.68402071,139.86100629,16.000000,569,0.0011380000,35.69849482,139.77251350,2012-06-25 09:30:10+00,26517,1,115,1,1,0,1,0,16,78,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,1,5,2012-08-16 14:01:35+00,2012-08-16 15:01:35+00,2012-08-16 14:01:35+00,2012-08-16 15:01:35+00,35.69410464,35.70308776,139.76748739,139.77854901,3600.000000,0.0089831117,0.0110616129,3600.000000,0.0089831117,0.0110616129,1.000000,0.0089831117,0.0110616129,0,0,0,0,2012-08-16 14:01:35+00,2012-08-16 15:01:35+00,35.69410464,35.70308776,139.76748739,139.77854901,1.000000,2,0.0000040000,35.69859620,139.77301820,2012-08-16 14:31:35+00,26517,1,159,1,1,0,1,0,16,70,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,2,5,2012-08-16 13:31:35+00,2012-08-16 15:31:35+00,2012-08-16 13:31:35+00,2012-08-16 15:31:35+00,35.68961309,35.70757931,139.76195659,139.78407981,3600.000000,0.0089831117,0.0110616129,7200.000000,0.0179662235,0.0221232258,2.000000,0.0179662235,0.0221232258,0,0,0,0,2012-08-16 13:31:35+00,2012-08-16 15:31:35+00,35.68961309,35.70757931,139.76195659,139.78407981,2.000000,5,0.0000100000,35.69859620,139.77301820,2012-08-16 14:31:35+00,26517,1,159,1,1,0,1,0,16,70,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,4,5,2012-08-16 12:31:35+00,2012-08-16 16:31:35+00,2012-08-16 12:31:35+00,2012-08-16 16:31:35+00,35.68062998,35.71656242,139.75089497,139.79514143,3600.000000,0.0089831117,0.0110616129,14400.000000,0.0359324470,0.0442464515,4.000000,0.0359324470,0.0442464515,0,0,0,0,2012-08-16 12:31:35+00,2012-08-16 16:31:35+00,35.68062998,35.71656242,139.75089497,139.79514143,4.000000,8,0.0000160000,35.69859620,139.77301820,2012-08-16 14:31:35+00,26517,1,159,1,1,0,1,0,16,70,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,8,5,2012-08-16 10:31:35+00,2012-08-16 18:31:35+00,2012-08-16 10:31:35+00,2012-08-16 18:31:35+00,35.66266375,35.73452865,139.72877175,139.81726465,3600.000000,0.0089831117,0.0110616129,28800.000000,0.0718648940,0.0884929030,8.000000,0.0718648940,0.0884929030,0,0,0,0,2012-08-16 10:31:35+00,2012-08-16 18:31:35+00,35.66266375,35.73452865,139.72877175,139.81726465,8.000000,17,0.0000340000,35.69859620,139.77301820,2012-08-16 14:31:35+00,26517,1,159,1,1,0,1,0,16,70,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,16,5,2012-08-16 06:31:35+00,2012-08-16 22:31:35+00,2012-08-16 06:31:35+00,2012-08-16 22:31:35+00,35.62673131,35.77046109,139.68452530,139.86151110,3600.000000,0.0089831117,0.0110616129,57600.000000,0.1437297880,0.1769858061,16.000000,0.1437297880,0.1769858061,0,0,0,0,2012-08-16 06:31:35+00,2012-08-16 22:31:35+00,35.62673131,35.77046109,139.68452530,139.86151110,16.000000,90,0.0001800000,35.69859620,139.77301820,2012-08-16 14:31:35+00,26517,1,159,1,1,0,1,0,16,70,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,1,6,2012-09-13 07:49:59+00,2012-09-13 08:49:59+00,2012-09-13 07:49:59+00,2012-09-13 08:49:59+00,35.69384861,35.70283173,139.76758351,139.77864509,3600.000000,0.0089831117,0.0110615774,3600.000000,0.0089831117,0.0110615774,1.000000,0.0089831117,0.0110615774,0,0,0,0,2012-09-13 07:49:59+00,2012-09-13 08:49:59+00,35.69384861,35.70283173,139.76758351,139.77864509,1.000000,7,0.0000140000,35.69834017,139.77311430,2012-09-13 08:19:59+00,26517,1,165,1,1,0,1,0,16,63,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,2,6,2012-09-13 07:19:59+00,2012-09-13 09:19:59+00,2012-09-13 07:19:59+00,2012-09-13 09:19:59+00,35.68935706,35.70732328,139.76205272,139.78417588,3600.000000,0.0089831117,0.0110615774,7200.000000,0.0179662235,0.0221231547,2.000000,0.0179662235,0.0221231547,0,0,0,0,2012-09-13 07:19:59+00,2012-09-13 09:19:59+00,35.68935706,35.70732328,139.76205272,139.78417588,2.000000,25,0.0000500000,35.69834017,139.77311430,2012-09-13 08:19:59+00,26517,1,165,1,1,0,1,0,16,63,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,4,6,2012-09-13 06:19:59+00,2012-09-13 10:19:59+00,2012-09-13 06:19:59+00,2012-09-13 10:19:59+00,35.68037395,35.71630639,139.75099115,139.79523745,3600.000000,0.0089831117,0.0110615774,14400.000000,0.0359324470,0.0442463095,4.000000,0.0359324470,0.0442463095,0,0,0,0,2012-09-13 06:19:59+00,2012-09-13 10:19:59+00,35.68037395,35.71630639,139.75099115,139.79523745,4.000000,105,0.0002100000,35.69834017,139.77311430,2012-09-13 08:19:59+00,26517,1,165,1,1,0,1,0,16,63,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,8,6,2012-09-13 04:19:59+00,2012-09-13 12:19:59+00,2012-09-13 04:19:59+00,2012-09-13 12:19:59+00,35.66240772,35.73427262,139.72886799,139.81736061,3600.000000,0.0089831117,0.0110615774,28800.000000,0.0718648940,0.0884926189,8.000000,0.0718648940,0.0884926189,0,0,0,0,2012-09-13 04:19:59+00,2012-09-13 12:19:59+00,35.66240772,35.73427262,139.72886799,139.81736061,8.000000,335,0.0006700000,35.69834017,139.77311430,2012-09-13 08:19:59+00,26517,1,165,1,1,0,1,0,16,63,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,16,6,2012-09-13 00:19:59+00,2012-09-13 16:19:59+00,2012-09-13 00:19:59+00,2012-09-13 16:19:59+00,35.62647528,35.77020506,139.68462168,139.86160692,3600.000000,0.0089831117,0.0110615774,57600.000000,0.1437297880,0.1769852378,16.000000,0.1437297880,0.1769852378,0,0,0,0,2012-09-13 00:19:59+00,2012-09-13 16:19:59+00,35.62647528,35.77020506,139.68462168,139.86160692,16.000000,830,0.0016600000,35.69834017,139.77311430,2012-09-13 08:19:59+00,26517,1,165,1,1,0,1,0,16,63,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,1,7,2012-07-26 22:25:32+00,2012-07-26 23:25:32+00,2012-07-26 22:25:32+00,2012-07-26 23:25:32+00,35.69410464,35.70308776,139.76748739,139.77854901,3600.000000,0.0089831117,0.0110616129,3600.000000,0.0089831117,0.0110616129,1.000000,0.0089831117,0.0110616129,0,0,0,0,2012-07-26 22:25:32+00,2012-07-26 23:25:32+00,35.69410464,35.70308776,139.76748739,139.77854901,1.000000,2,0.0000040000,35.69859620,139.77301820,2012-07-26 22:55:32+00,26517,1,144,1,1,0,1,0,16,50,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,2,7,2012-07-26 21:55:32+00,2012-07-26 23:55:32+00,2012-07-26 21:55:32+00,2012-07-26 23:55:32+00,35.68961309,35.70757931,139.76195659,139.78407981,3600.000000,0.0089831117,0.0110616129,7200.000000,0.0179662235,0.0221232258,2.000000,0.0179662235,0.0221232258,0,0,0,0,2012-07-26 21:55:32+00,2012-07-26 23:55:32+00,35.68961309,35.70757931,139.76195659,139.78407981,2.000000,11,0.0000220000,35.69859620,139.77301820,2012-07-26 22:55:32+00,26517,1,144,1,1,0,1,0,16,50,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,4,7,2012-07-26 20:55:32+00,2012-07-27 00:55:32+00,2012-07-26 20:55:32+00,2012-07-27 00:55:32+00,35.68062998,35.71656242,139.75089497,139.79514143,3600.000000,0.0089831117,0.0110616129,14400.000000,0.0359324470,0.0442464515,4.000000,0.0359324470,0.0442464515,0,0,0,0,2012-07-26 20:55:32+00,2012-07-27 00:55:32+00,35.68062998,35.71656242,139.75089497,139.79514143,4.000000,38,0.0000760000,35.69859620,139.77301820,2012-07-26 22:55:32+00,26517,1,144,2,1,0,0,1,16,50,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,8,7,2012-07-26 18:55:32+00,2012-07-27 02:55:32+00,2012-07-26 18:55:32+00,2012-07-27 02:55:32+00,35.66266375,35.73452865,139.72877175,139.81726465,3600.000000,0.0089831117,0.0110616129,28800.000000,0.0718648940,0.0884929030,8.000000,0.0718648940,0.0884929030,0,0,0,0,2012-07-26 18:55:32+00,2012-07-27 02:55:32+00,35.66266375,35.73452865,139.72877175,139.81726465,8.000000,85,0.0001700000,35.69859620,139.77301820,2012-07-26 22:55:32+00,26517,1,144,2,1,0,0,1,16,50,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,16,7,2012-07-26 14:55:32+00,2012-07-27 06:55:32+00,2012-07-26 14:55:32+00,2012-07-27 06:55:32+00,35.62673131,35.77046109,139.68452530,139.86151110,3600.000000,0.0089831117,0.0110616129,57600.000000,0.1437297880,0.1769858061,16.000000,0.1437297880,0.1769858061,0,0,0,0,2012-07-26 14:55:32+00,2012-07-27 06:55:32+00,35.62673131,35.77046109,139.68452530,139.86151110,16.000000,178,0.0003560000,35.69859620,139.77301820,2012-07-26 22:55:32+00,26517,1,144,2,1,0,0,1,16,50,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,1,8,2012-11-27 23:17:08+00,2012-11-28 00:17:08+00,2012-11-27 23:17:08+00,2012-11-28 00:17:08+00,35.69106915,35.70005227,139.77034100,139.78140220,3600.000000,0.0089831117,0.0110611918,3600.000000,0.0089831117,0.0110611918,1.000000,0.0089831117,0.0110611918,0,0,0,0,2012-11-27 23:17:08+00,2012-11-28 00:17:08+00,35.69106915,35.70005227,139.77034100,139.78140220,1.000000,3,0.0000060000,35.69556071,139.77587160,2012-11-27 23:47:08+00,26517,1,213,2,1,0,0,1,16,47,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,2,8,2012-11-27 22:47:08+00,2012-11-28 00:47:08+00,2012-11-27 22:47:08+00,2012-11-28 00:47:08+00,35.68657760,35.70454382,139.76481041,139.78693279,3600.000000,0.0089831117,0.0110611918,7200.000000,0.0179662235,0.0221223836,2.000000,0.0179662235,0.0221223836,0,0,0,0,2012-11-27 22:47:08+00,2012-11-28 00:47:08+00,35.68657760,35.70454382,139.76481041,139.78693279,2.000000,15,0.0000300000,35.69556071,139.77587160,2012-11-27 23:47:08+00,26517,1,213,2,1,0,0,1,16,47,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,4,8,2012-11-27 21:47:08+00,2012-11-28 01:47:08+00,2012-11-27 21:47:08+00,2012-11-28 01:47:08+00,35.67759449,35.71352693,139.75374922,139.79799398,3600.000000,0.0089831117,0.0110611918,14400.000000,0.0359324470,0.0442447673,4.000000,0.0359324470,0.0442447673,0,0,0,0,2012-11-27 21:47:08+00,2012-11-28 01:47:08+00,35.67759449,35.71352693,139.75374922,139.79799398,4.000000,56,0.0001120000,35.69556071,139.77587160,2012-11-27 23:47:08+00,26517,1,213,2,1,0,0,1,16,47,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,8,8,2012-11-27 19:47:08+00,2012-11-28 03:47:08+00,2012-11-27 19:47:08+00,2012-11-28 03:47:08+00,35.65962826,35.73149316,139.73162683,139.82011637,3600.000000,0.0089831117,0.0110611918,28800.000000,0.0718648940,0.0884895346,8.000000,0.0718648940,0.0884895346,0,0,0,0,2012-11-27 19:47:08+00,2012-11-28 03:47:08+00,35.65962826,35.73149316,139.73162683,139.82011637,8.000000,113,0.0002260000,35.69556071,139.77587160,2012-11-27 23:47:08+00,26517,1,213,2,1,0,0,1,16,47,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,16,8,2012-11-27 15:47:08+00,2012-11-28 07:47:08+00,2012-11-27 15:47:08+00,2012-11-28 07:47:08+00,35.62369582,35.76742560,139.68738207,139.86436113,3600.000000,0.0089831117,0.0110611918,57600.000000,0.1437297880,0.1769790692,16.000000,0.1437297880,0.1769790692,0,0,0,0,2012-11-27 15:47:08+00,2012-11-28 07:47:08+00,35.62369582,35.76742560,139.68738207,139.86436113,16.000000,284,0.0005680000,35.69556071,139.77587160,2012-11-27 23:47:08+00,26517,1,213,2,1,0,0,1,16,47,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
